indicator_basename,example_string,matched_files,count_files
nessus_,"\""?.:\\windows\\system32\\cmd\.exe\""?\s+/c\s+echo\s+nessus_cmd_[^\s=]+=_start\s+>>\s+\""?.:\\windows\\temp\\nessus_",asr_lua_19.bin,1
netstat.exe,%windir%\system32\NETSTAT.EXE,asr_lua_21.bin,1
netsupport school,%programfiles(x86)%\NetSupport\NetSupport School,asr_lua_21.bin,1
niniteagent.exe,%programfiles(x86)%\Ninite Agent\NiniteAgent.exe,asr_lua_21.bin,1
node.exe,%programfiles%\Adobe\Adobe Creative Cloud Experience\libs\node.exe,asr_lua_21.bin,1
npsrvhost.exe,%programfiles%\Quest\ChangeAuditor\Agent\NPSrvHost.exe,asr_lua_21.bin,1
nsd.exe,%programfiles(x86)%\IBM\Notes\nsd.exe,asr_lua_21.bin,1
ntprint.exe,%windir%\system32\ntprint.exe,asr_lua_22.bin,1
nvwmi64.exe,%windir%\system32\DriverStore\FileRepository\*\NVWMI\nvWmi64.exe,asr_lua_21.bin,1
nxpdfcreator.exe,%programfiles%\Nitro\PDF Pro\*\NxPdfCreator.exe,asr_lua_22.bin,1
nxtsvc.exe,%programfiles%\Nexthink\Collector\Collector\nxtsvc.exe,asr_lua_21.bin,1
office tools,C:\blp\API\Office Tools,asr_lua_21.bin,1
omadmclient.exe,%windir%\system32\omadmclient.exe,asr_lua_5.bin,1
omeninstallmonitor,%programfiles%\HP\OmenInstallMonitor,asr_lua_5.bin,1
oneagentos.exe,%programfiles%\dynatrace\oneagent\agent\lib64\oneagentos.exe,asr_lua_21.bin,1
oneagentplugin.exe,%programfiles%\dynatrace\oneagent\agent\lib64\oneagentplugin.exe,asr_lua_21.bin,1
onedrivestandaloneupdater.exe,%programfiles%\Microsoft OneDrive\OneDriveStandaloneUpdater.exe,asr_lua_21.bin,1
onekey app,%programfiles%\Lenovo\OneKey App,asr_lua_5.bin,1
onenotem.exe,%programfiles(x86)%\Microsoft Office\root\Office16\ONENOTEM.EXE,asr_lua_20.bin,1
openhandlecollector.exe,%programdata%\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\*\OpenHandleCollector.exe,asr_lua_21.bin,1
openwith.exe,%windir%\syswow64\openwith.exe,asr_lua_22.bin,1
os recovery tool,%programfiles%\Dell\OS Recovery Tool,asr_lua_5.bin,1
osqueryd.exe,%programfiles%\osquery\osqueryd\osqueryd.exe,asr_lua_21.bin,1
osqueryi.exe,%programfiles(x86)%\Arctic Wolf Networks\Agent\plugins\osquery\osqueryi.exe,asr_lua_21.bin,1
ossec-agent.exe,%programfiles(x86)%\Arctic Wolf Networks\Agent\ossec-agent.exe,asr_lua_21.bin,1
otedittray.exe,%programfiles(x86)%\OpenText\Office Editor\OTEditTray.exe,asr_lua_22.bin,1
outlook.exe,%programfiles(x86)%\Microsoft Office\Office??\OUTLOOK.EXE,asr_lua_24.bin,1
overlay,%programfiles%\HP\Overlay,asr_lua_5.bin,1
packagedcwalauncher.exe,%windir%\system32\PackagedCWALauncher.exe,asr_lua_5.bin,1
pangps.exe,%programfiles%\Palo Alto Networks\GlobalProtect\PanGPS.exe,asr_lua_21.bin,1
parity.exe,%programfiles(x86)%\Bit9\Parity Agent\Parity.exe,asr_lua_21.bin,1
pasagent.exe,%programfiles%\CyberArk\Endpoint Privilege Manager\Agent\PASAgent\PASAgent.exe,asr_lua_21.bin,1
pcaui.exe,%windir%\system32\pcaui.exe,asr_lua_22.bin,1
pcmanager,%programfiles(x86)%\Lenovo\PCManager,asr_lua_5.bin,1
pdfcreator.exe,%programfiles%\PDFCreator\PDFCreator.exe,asr_lua_24.bin,1
pdfsam enhanced 7,%programfiles%\PDFsam Enhanced 7,asr_lua_24.bin,1
pdfsaver.exe,%programfiles%\Tracker Software\PDF-XChange Standard\pdfSaver.exe,asr_lua_22.bin,1
pdqdeployrunner-1.exe,%windir%\AdminArsenal\PDQDeployRunner\service-1\PDQDeployRunner-1.exe,asr_lua_21.bin,1
pdqinventory-scanner-1.exe,%windir%\AdminArsenal\PDQInventory-Scanner\service-1\PDQInventory-Scanner-1.exe,asr_lua_21.bin,1
photos.exe,%programfiles%\WindowsApps\Microsoft.Windows.Photos_*\Photos.exe,asr_lua_22.bin,1
pmfexe.exe,%programfiles%\Microsoft Monitoring Agent\Agent\Health Service State\Resources\*\pmfexe.exe,asr_lua_21.bin,1
policyagent.exe,%programfiles(x86)%\ClassPolicyAgent\PolicyAgent.exe,asr_lua_21.bin,1
poqexec.exe,%windir%\system32\poqexec.exe,asr_lua_5.bin,1
power2go,%programfiles(x86)%\Lenovo\Power2Go,asr_lua_5.bin,1
power2go8,%programfiles(x86)%\Acer\Power2Go8,asr_lua_5.bin,1
powerdvd12,%programfiles(x86)%\Lenovo\PowerDVD12,asr_lua_5.bin,1
powermgr,%systemroot%\System32\Lenovo\PowerMgr,asr_lua_5.bin,1
powershell.exe,%systemroot%\system32\windowspowershell\*\powershell.exe,asr_lua_18.bin,1
ppbragent.exe,%programfiles%\PolicyPak\Browser Router\Client\PPBRAgent.exe,asr_lua_22.bin,1
printerinstallerclient.exe,%programfiles(x86)%\Printer Properties Pro\Printer Installer Client\PrinterInstallerClient.exe,asr_lua_21.bin,1
proart creator hub,%programfiles%\ASUS\ProArt Creator Hub,asr_lua_5.bin,1
procinfo.exe,%programfiles(x86)%\HP\HP Touchpoint Analytics Client\Provider Data Sources\ProcInfo\ProcInfo.exe,asr_lua_21.bin,1
prodreactivate.exe,%programfiles%\PTI\FusionPro\ProdReActivate.exe,asr_lua_22.bin,1
protectorservice64.exe,%programfiles%\Morphisec\bin\ProtectorService64.exe,asr_lua_21.bin,1
psexesvc.exe,%windir%\PSEXESVC.exe,asr_lua_19.bin,1
qati.exe,%programfiles(x86)%\Btc\eAudytor\eAgent\Bin\qati.exe,asr_lua_21.bin,1
qn,"\""?[a-z]:\\windows\\system32\\msiexec\.exe\""?\s+\/x\s+\{[0-9a-f]+\-[0-9a-f]+\-[0-9a-f]+\-[0-9a-f]+\-[0-9a-f]+\}\s+\/q.*\s+\/qn",asr_lua_19.bin,1
qualysagent.exe,%programfiles%\Qualys\QualysAgent\QualysAgent.exe,asr_lua_21.bin,1
quick access service,%programfiles%\Acer\Quick Access Service,asr_lua_5.bin,1
quickpanel,%programfiles%\Acer\QuickPanel,asr_lua_5.bin,1
rapidboot hdd accelerator,%programfiles(x86)%\Lenovo\RapidBoot HDD Accelerator,asr_lua_5.bin,1
rbtmon.exe,%programfiles(x86)%\Riverbed\Steelhead Mobile\rbtmon.exe,asr_lua_21.bin,1
rdrservicesupdater.exe,%programfiles(x86)%\Adobe\Acrobat Reader DC\Reader\AcroCEF\RdrServicesUpdater.exe,asr_lua_21.bin,1
reader,%programfiles%\reader,asr_lua_22.bin,1
reagentc.exe,%windir%\system32\ReAgentc.exe,asr_lua_5.bin,1
recovery,%programfiles(x86)%\Hewlett-Packard\Recovery,asr_lua_5.bin,1
relaunchnativehost.exe,%programfiles%\WindowsApps\Microsoft.OutlookForWindows_*\relaunchNativeHost.exe,asr_lua_24.bin,1
remote experience,%programfiles(x86)%\Common Files\VMware\Remote Experience,asr_lua_21.bin,1
rlsdownload,%programfiles%\ASUS\RLSDownload,asr_lua_5.bin,1
rog live service,%programfiles(x86)%\ASUS\ROG Live Service,asr_lua_5.bin,1
roglsloader,%programfiles(x86)%\ASUS\ROGLSLoader,asr_lua_5.bin,1
rtkauduservice64.exe,%windir%\system32\RtkAudUService64.exe,asr_lua_21.bin,1
rtkbtmanserv.exe,%windir%\RtkBtManServ.exe,asr_lua_21.bin,1
runplugin64.exe,%programfiles(x86)%\HP\HP Classroom Manager\Runplugin64.exe,asr_lua_21.bin,1
s+))?safeboot,"bcdedit(\.exe)?[\s\""]+(-noninteractive\s+)?(/store\s.+\s)?(-|/)set\s+(([^\s]+\s+)|(-encodedcommand\s+[^\s]+\s+))?safeboot",asr_lua_17.bin,1
s+--start-)),"\\newoutlookinstall\\newoutlookinstaller\.exe\""?\s+((--silent)|(--quiet\s+--start-))",asr_lua_24.bin,1
s+-embedding,"\""?rundll32(\.exe)?\""?\s+\""?.:\\windows\\system32\\shell32\.dll\""?,shcreatelocalserverrundll\s+\{3eef301f-b596-4c0b-bd92-013beafce793\}\s+-embedding",asr_lua_23.bin,1
s+-forcev1)?,"conhost\.exe\""?\s+0x(ffffffff|4)(\s+-forcev1)?",asr_lua_23.bin,1
s+.+fivearrows_external_flows,"cmd(\.exe)?\""?\s+\/c\s+.+fivearrows_external_flows",asr_lua_23.bin,1
s+delete,"wmic(\.exe)?[\s\""]+shadowcopy\s+delete",asr_lua_18.bin,1
s+shadows,"vssadmin(\.exe)?[\s\""]+delete\s+shadows",asr_lua_18.bin,1
s2rcm.exe,%programfiles(x86)%\Microsoft Azure Site Recovery\agent\s2RCM.exe,asr_lua_21.bin,1
s]*$,"\s+(.:\\windows\\temp\\)?nessus_[^\.\s]+\.txt[\""\'\;\s]*$",asr_lua_19.bin,1
safeboot,"bootcfg(\.exe)?[\s\""]+/raw\s+/a\s+/safeboot",asr_lua_17.bin,1
sam.exe,%programfiles%\PDFsam Enhanced ??\sam.exe,asr_lua_24.bin,1
saremediation,%programfiles%\Dell\SARemediation,asr_lua_5.bin,1
scpservice.exe,%programfiles%\Skyhigh\SCP\ScpService.exe,asr_lua_21.bin,1
searchindexer.exe,%windir%\system32\SearchIndexer.exe,asr_lua_5.bin,1
searchprotocolhost.exe,%windir%\system32\searchprotocolhost.exe,asr_lua_22.bin,1
sendmail.exe,%programfiles(x86)%\Nuance\Power PDF ??\bin\SendMail.exe,asr_lua_22.bin,1
sensorlogontask.exe,%programfiles(x86)%\Microsoft Intune Management Extension\SensorLogonTask.exe,asr_lua_21.bin,1
services.exe,%windir%\system32\services.exe,asr_lua_5.bin,1
setuphost.exe,%systemdrive%\$WINDOWS.~BT\Sources\SetupHost.exe,asr_lua_5.bin,1
setupplatform.exe,%windir%\system32\oobe\SetupPlatform\SetupPlatform.exe,asr_lua_5.bin,1
sgtool.exe,%windir%\syswow64\config\systemprofile\sogouinput\*\sgtool.exe,asr_lua_22.bin,1
sharetool.exe,%programfiles%\AnyShare\sharetool.exe,asr_lua_22.bin,1
singleclientservicesupdater.exe,%programfiles%\Adobe\Acrobat DC\Acrobat\AcroCEF\SingleClientServicesUpdater.exe,asr_lua_21.bin,1
site24x7appagent.exe,%programfiles(x86)%\Site24x7\WinAgent\monitoring\bin\AppBin\Site24x7AppAgent.exe,asr_lua_21.bin,1
skysea client view,%programfiles(x86)%\Sky Product\SKYSEA Client View,asr_lua_21.bin,1
sleepagentservice.exe,%windir%\CCM\SleepAgentService.exe,asr_lua_21.bin,1
slui.exe,%windir%\system32\slui.exe,asr_lua_22.bin,1
smon.exe,%programfiles(x86)%\SHARP\Printer Status Monitor\Smon.exe,asr_lua_22.bin,1
snowagent.exe,%programfiles(x86)%\Snow Software\Inventory\Agent\snowagent.exe,asr_lua_21.bin,1
solarwinds,%programfiles(x86)%\SolarWinds,asr_lua_21.bin,1
sophosfilescanner.exe,%programfiles%\Sophos\Sophos File Scanner\SophosFileScanner.exe,asr_lua_21.bin,1
spatiallabs,%programfiles%\Acer\SpatialLabs,asr_lua_5.bin,1
splunk-regmon.exe,%programfiles(x86)%\Splunk\bin\splunk-regmon.exe,asr_lua_21.bin,1
splunkd.exe,%programfiles(x86)%\Splunk\bin\splunkd.exe,asr_lua_21.bin,1
ssdal.exe,%windir%\ssdal.exe,asr_lua_22.bin,1
storpsctl,%programfiles%\Acer\StorPSCTL,asr_lua_5.bin,1
storycube,%programfiles%\ASUS\StoryCube,asr_lua_5.bin,1
supportassist,%programfiles%\Dell\SupportAssist,asr_lua_5.bin,1
sure click,%programfiles%\HP\Sure Click,asr_lua_5.bin,1
surun.exe,%windir%\SuRun.exe,asr_lua_22.bin,1
svchost.exe,%windir%\system32\svchost.exe,asr_lua_19.bin,1
sysmgt,%programfiles%\Dell\SysMgt,asr_lua_5.bin,1
sysmon.exe,%windir%\sysmon.exe,asr_lua_21.bin,1
sysmon64.exe,%windir%\Sysmon64.exe,asr_lua_21.bin,1
system update,%programfiles(x86)%\Lenovo\System Update,asr_lua_5.bin,1
system_monitor,%programfiles(x86)%\Acer\system_monitor,asr_lua_5.bin,1
systemupdate,%programdata%\Lenovo\SystemUpdate,asr_lua_5.bin,1
taegissvc.x??.exe,%programfiles%\SecureWorks\Taegis Agent\TaegisSvc.x??.exe,asr_lua_21.bin,1
tanium client,%programfiles(x86)%\Tanium\Tanium Client,asr_lua_21.bin,1
taskhostw.exe,%windir%\system32\taskhostw.exe,asr_lua_5.bin,1
telemetry,%programdata%\HP\Telemetry,asr_lua_5.bin,1
thininstaller,%programdata%\Lenovo\ThinInstaller,asr_lua_5.bin,1
thunderbird.exe,%programfiles(x86)%\Mozilla Thunderbird\thunderbird.exe,asr_lua_22.bin,1
tiworker.exe,%windir%\winsxs\*\TiWorker.exe,asr_lua_5.bin,1
touchpointanalyticsclientservice.exe,%programfiles(x86)%\HP\HP Touchpoint Analytics Client\TouchpointAnalyticsClientService.exe,asr_lua_21.bin,1
touchsmart,%programfiles(x86)%\Hewlett-Packard\TouchSmart,asr_lua_5.bin,1
trimwatcher.exe,%programfiles%\Micro Focus\Content Manager\TRIMWatcher.exe,asr_lua_23.bin,1
trolleyexpress.exe,%windir%\Temp\Ctx-*\Extract\TrolleyExpress.exe,asr_lua_21.bin,1
turbolan,%programfiles(x86)%\ASUS\SCD\Software\TurboLAN,asr_lua_5.bin,1
uberagent.exe,%programfiles%\vast limits\uberAgent\uberAgent.exe,asr_lua_21.bin,1
update,%programfiles(x86)%\ASUS\Update,asr_lua_5.bin,1
update.exe,%localappdata%\microsoft\Teams\Update.exe,asr_lua_5.bin,1
updater2,%programdata%\Acer\updater2,asr_lua_5.bin,1
updateservice,%programfiles(x86)%\Dell\UpdateService,asr_lua_5.bin,1
user experience improvement program service,%programfiles%\Acer\User Experience Improvement Program Service,asr_lua_5.bin,1
vantage,%programdata%\Lenovo\Vantage,asr_lua_5.bin,1
vantageservice,%programfiles(x86)%\Lenovo\VantageService,asr_lua_5.bin,1
vf_agent.exe,%programfiles%\CyberArk\Endpoint Privilege Manager\Agent\vf_agent.exe,asr_lua_21.bin,1
virtual pet,%programfiles%\ASUS\Virtual Pet,asr_lua_5.bin,1
virtualpet,%programfiles(x86)%\ASUS\VirtualPet,asr_lua_5.bin,1
vmware horizon view client,%programfiles(x86)%\VMware\VMware Horizon View Client,asr_lua_21.bin,1
vmware tools,%programfiles(x86)%\VMware\VMware Tools,asr_lua_21.bin,1
vmware-authd.exe,%programfiles(x86)%\VMware\VMware Player\vmware-authd.exe,asr_lua_21.bin,1
vmwetlm.exe,%programfiles%\VMware\Endpoint Telemetry Service\vmwetlm.exe,asr_lua_21.bin,1
vpnagent.exe,%programfiles(x86)%\Cisco\Cisco AnyConnect Secure Mobility Client\vpnagent.exe,asr_lua_21.bin,1
vpndownloader.exe,%programfiles(x86)%\Cisco\Cisco AnyConnect Secure Mobility Client\vpndownloader.exe,asr_lua_21.bin,1
vssadmin.exe,%systemroot%\system32\vssadmin.exe,asr_lua_18.bin,1
w3wp.exe,%windir%\system32\inetsrv\w3wp.exe,asr_lua_21.bin,1
wepsvc.exe,%programfiles%\Websense\Websense Endpoint\wepsvc.exe,asr_lua_21.bin,1
windowsupdatebox.exe,%windir%\SoftwareDistribution\Download\*\WindowsUpdateBox.exe,asr_lua_5.bin,1
wintrv,C:\blp\Wintrv,asr_lua_21.bin,1
winvpnclient.cli.exe,%programfiles(x86)%\Cato Networks\Cato Client\winvpnclient.cli.exe,asr_lua_21.bin,1
wmic.exe,%systemroot%\system32\wbem\wmic.exe,asr_lua_18.bin,1
wsnm.exe,%programfiles%\VMware\VMware View\*\bin\wsnm.exe,asr_lua_21.bin,1
wtwindows.exe,%programfiles%\PTC\Desktop Integration\WTWindows.exe,asr_lua_23.bin,1
wuauclt.exe,%windir%\system32\wuauclt.exe,asr_lua_19.bin,1
wuaucltcore.exe,%windir%\system32\wuaucltcore.exe,asr_lua_5.bin,1
xagt.exe,%programfiles(x86)%\FireEye\xagt\xagt.exe,asr_lua_21.bin,1
xendesktoprestapiservice.exe,%programfiles%\Citrix\*\XenDesktopRestApiService.exe,asr_lua_21.bin,1
xpdagent.exe,%programfiles%\WindowsApps\Microsoft.OutlookForWindows_*\xpdAgent.exe,asr_lua_24.bin,1
zsatunnel.exe,%programfiles(x86)%\Zscaler\ZSATunnel\ZSATunnel.exe,asr_lua_21.bin,1
zsaupm.exe,%programfiles(x86)%\Zscaler\ZSAUpm\ZSAUpm.exe,asr_lua_21.bin,1
